dropzone;0.298626332;1.225295662;2.154152207;2.154152207;4.398512177;5.584138128;5.584138128;5.584138128;5.584138128;5.584138128;5.584138128;11.73375457;11.73375457;13.57446043;14.09964193;14.09964193;14.09964193;14.09964193;14.09964193;14.09964193;0;0;8.027744673;8.027744673;8.027744673;8.027744673;12.15914612;12.15914612;0;0;0;0;0
durandal;0;0;0;0;0;6.76845624;7.51672032;7.51672032;7.51672032;7.51672032;7.51672032;7.51672032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
easeljs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
expect.js;0;0;16.07216667;16.07216667;16.07216667;16.07216667;16.07216667;16.07216667;16.07216667;16.07216667;16.07216667;16.07216667;16.07216667;16.07216667;16.07216667;16.07216667;16.07216667;16.07216667;16.07216667;16.07216667;0;0;0;0;0;0;0;0;0;0;0;0;0
express;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
foundation;0;0;0;0;0;0;0;0;0.966884323;1.848503044;2.923989726;2.923989726;4.410025114;5.982243912;5.982243912;5.982243912;8.97411758;8.97411758;0;0;0;0;0;1.621689878;2.57076446;3.55988242;4.703186073;4.703186073;6.083525875;7.69226446;7.69226446;7.69226446;7.69226446
fullCalendar;0;0;0;0;0;0;0;0;0;0;0;0.000229452;1.120549848;1.535806697;2.88264003;3.384674277;3.384674277;3.384674277;6.607667808;6.607667808;8.671679224;8.671679224;8.671679224;12.13248935;12.13248935;13.38392922;14.7614532;14.7614532;16.92842428;17.78644977;0.586596651;1.960263318;1.960263318
gruntjs;0;0;0;0;0;0;1.277939498;1.277939498;1.277939498;1.277939498;1.277939498;1.277939498;1.277939498;1.277939498;1.277939498;1.277939498;1.277939498;1.277939498;1.277939498;1.277939498;1.277939498;1.277939498;1.277939498;1.277939498;1.277939498;1.277939498;1.277939498;1.277939498;22.8170411;22.8170411;22.8170411;22.8170411;22.8170411
jasmine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00130137;0;2.793214992;3.291180365;3.291180365;3.291180365;3.291180365;3.291180365;3.291180365;3.291180365;9.99960312;9.99960312;9.99960312;9.99960312;9.99960312;9.99960312;9.99960312;9.99960312;9.99960312
jqueryui;5.285237823;13.79872374;13.79872374;13.79872374;13.79872374;13.79872374;19.067293;19.067293;20.64409627;20.64409627;22.74185046;22.74185046;22.74185046;22.74185046;26.66012823;27.54227245;27.54227245;27.54227245;27.54227245;27.54227245;27.54227245;27.54227245;27.54227245;27.54227245;27.54227245;27.54227245;27.54227245;27.54227245;27.54227245;27.54227245;27.54227245;15.95903006;15.95903006
mCustomScrollbar;0;0;0;0;0;0.389622146;0.389622146;0.389622146;2.433756088;3.626354262;5.09972032;6.383839802;7.38588242;7.38588242;7.38588242;9.697377854;9.697377854;9.697377854;12.68967123;12.68967123;12.68967123;12.68967123;17.29388356;18.0078984;18.0078984;18.0078984;18.0078984;18.0078984;18.0078984;18.0078984;24.87306773;25.63695814;25.63695814
meteor;0;0;0;0;0;0;0;0;0;0;0;0;0.434606164;1.684910578;2.560695205;0;0;0;0;0;0;0;0;0;0;0;0;3.339267504;0;0;0;0.386650304;0.750567352
mocha;8.681597793;9.676840563;9.676840563;11.47109627;11.47109627;13.80569825;14.02612595;15.79729604;16.11834094;16.11834094;18.65275685;18.65275685;0;0;0;0.073361872;1.061657915;2.264046804;0;0;3.559430365;4.261796423;4.261796423;6.081015221;6.081015221;8.511856164;8.511856164;8.511856164;8.511856164;12.38687557;12.38687557;14.41187405;14.83883676
modernizr;1.089913623;1.089913623;1.089913623;4.093147641;5.941162861;6.599015221;6.599015221;8.073867199;8.073867199;8.073867199;8.073867199;8.073867199;8.073867199;8.073867199;8.073867199;8.073867199;8.073867199;8.073867199;8.073867199;8.073867199;8.073867199;22.38404604;23.95193798;23.95193798;0;2.54261035;2.54261035;2.54261035;2.54261035;2.54261035;2.54261035;2.54261035;2.54261035
popcorn;16.0633965;18.25095053;19.09785198;19.62327816;19.62327816;21.37075;21.37075;24.22582496;24.22582496;24.22582496;24.22582496;24.22582496;24.22582496;24.22582496;24.22582496;24.22582496;24.22582496;24.22582496;34.39555784;34.39555784;34.39555784;34.39555784;34.39555784;34.39555784;34.39555784;34.39555784;34.39555784;34.39555784;34.39555784;34.39555784;34.39555784;34.39555784;34.39555784
sinon;6.724226027;6.724226027;14.5002032;15.22238394;16.15574163;18.02939384;18.13018988;19.4004981;19.4004981;19.4004981;22.98080974;23.60841705;9.991254566;9.991254566;9.991254566;13.0785;13.0785;15.53230784;16.45224658;16.45224658;0;1.076281583;2.026035388;2.026035388;3.392932268;5.249476788;5.249476788;5.249476788;5.249476788;8.414370624;8.414370624;11.20150799;11.20150799
sockjs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.013424658;9.666024353;9.666024353;9.666024353;9.666024353
soundjs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
spin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.594585997;1.878601598;1.878601598;1.878601598;0;0;0;0;0;0;0;0;0;0;0
superagent;0;2.641435312;2.641435312;4.546359589;6.321193303;6.321193303;6.321193303;8.726027397;8.726027397;11.37697907;11.44420015;12.75184437;12.75184437;12.75184437;12.75184437;16.86612291;17.78132002;17.78132002;17.78132002;17.78132002;21.52770396;22.86049696;22.86049696;25.38023516;3.026281583;4.393445967;4.393445967;6.304315068;6.304315068;8.475857306;8.475857306;9.976390411;0
supertest;0;0.315031202;0.315031202;2.364372527;3.692348174;4.442431887;4.442431887;4.442431887;4.442431887;8.6944414;8.6944414;10.10932192;1.414880518;1.414880518;1.414880518;1.414880518;1.414880518;7.431093227;7.431093227;7.431093227;10.88224581;10.88224581;10.88224581;10.88224581;0;0;5.555060502;5.555060502;5.555060502;5.555060502;5.555060502;11.11139612;11.11139612
swiper;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.687356164;0.987276256;2.102628234;3.02272793;3.02272793;3.02272793;3.02272793;3.02272793;3.02272793;3.02272793
toastr;0;0;0;0;0;0;0;0;0;0;0;5.979723744;5.979723744;5.979723744;5.979723744;9.7315879;9.7315879;9.7315879;9.7315879;9.7315879;14.7527812;14.7527812;14.7527812;14.7527812;14.7527812;14.7527812;14.7527812;14.7527812;14.7527812;0;0;0;0
tweenjs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
typeahead;0;0;7.530475647;8.524630898;8.524630898;8.524630898;8.524630898;12.59603691;13.4222089;13.4222089;13.4222089;13.4222089;0;0;0;0;8.610596271;8.610596271;8.610596271;8.610596271;8.610596271;8.610596271;8.610596271;8.610596271;8.610596271;0;0;0;0;0;0;0;0
when;2.701915525;2.701915525;4.111953957;5.59339726;6.079752283;7.763606164;8.773060122;9.631290335;10.42037671;11.4751309;12.92937747;13.4275917;14.41539954;15.97729756;15.97729756;15.97729756;18.83454642;18.83454642;18.83454642;18.83454642;18.83454642;18.83454642;24.75993607;25.65665601;26.76048516;26.76048516;26.76048516;26.76048516;26.76048516;26.76048516;26.76048516;26.76048516;26.76048516
preloadjs;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
qunit;9.693995053;17.06653006;17.06653006;17.06653006;17.06653006;17.06653006;17.06653006;17.06653006;23.28069368;23.28069368;23.28069368;23.28069368;0;1.574123288;1.574123288;1.574123288;3.971083714;3.971083714;3.971083714;3.971083714;3.971083714;8.933505708;10.77854414;10.77854414;10.77854414;10.77854414;14.68686225;15.71244787;16.30128653;16.30128653;18.43781849;19.65359741;19.65359741
raphael;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
restangular;4.776485921;1.328859209;1.328859209;1.328859209;4.160851979;4.160851979;4.160851979;4.160851979;4.160851979;4.160851979;4.160851979;4.160851979;0;0;0;0;11.27445814;11.27445814;11.27445814;11.27445814;11.27445814;11.27445814;11.27445814;11.27445814;11.27445814;11.27445814;21.73603349;21.73603349;0;0;0;0;0
rethinkdb;1.385352359;2.745337519;2.745337519;5.078404871;5.930638889;6.939467275;8.189404871;8.483583714;9.898240868;11.02370472;11.31153843;12.5351739;12.5351739;15.19040373;15.78330289;17.03383219;17.72449886;18.83979833;19.50507763;20.38406621;22.03749125;22.72825038;23.44850837;24.76640715;25.85254604;27.23676104;28.01995129;29.16640259;29.95855936;31.24433181;31.33924125;31.33924125;31.33924125
reveal;18.02136035;18.02136035;18.02136035;21.73648402;21.73648402;21.73648402;21.73648402;21.73648402;21.73648402;21.73648402;21.73648402;21.73648402;21.73648402;31.26630936;31.26630936;31.26630936;31.26630936;35.49403272;35.49403272;35.49403272;35.49403272;35.49403272;35.49403272;41.25910845;41.25910845;41.25910845;41.25910845;41.25910845;46.55003881;46.55003881;46.55003881;0;0
select2;5.896183029;5.896183029;5.896183029;10.45252131;11.73055213;11.75024277;13.27579642;14.45865373;14.45865373;14.45865373;14.45865373;17.80624962;17.80624962;17.80624962;17.80624962;17.80624962;23.59572755;23.59572755;23.59572755;23.59572755;27.73334779;27.73334779;27.73334779;30.66612633;30.66612633;30.66612633;0;0;0;0;0;0;0
should;0;0;0.915429224;1.985046804;2.563749239;3.986379756;4.346768265;4.346768265;4.346768265;4.346768265;8.683075342;9.409798326;0;0;0;0;0;0;0;0;0;0;0;0;0;0.514063546;0.943820776;2.365349315;3.097822679;4.571753425;4.957395358;6.207000761;6.957963851
signalr;0;0;0;0;0;0;0;2.042651826;2.940142694;3.655798706;3.655798706;3.655798706;6.717472222;6.717472222;6.717472222;6.717472222;6.717472222;6.717472222;6.717472222;6.717472222;6.717472222;6.717472222;6.717472222;6.717472222;6.717472222;6.717472222;6.717472222;0;0;0;0;0;0
